global_index,position_in_fov_y_pix,position_in_fov_x_pix,detection_radius,has_matched_histology_cell,fov_center_x,fov_center_y,fov_center_z,batch,antibodies,imaging_date,data_path,slide_replicate
160972,785,950,20.48,False,-31197.4162,29055.15322,40924.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
161133,377,1458,20.48,False,-30291.18165,39604.25575,40972.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
161342,973,821,20.48,False,-30926.87994,28077.17102,40909.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
161583,775,1458,20.48,False,-29555.86797,41170.45613,40969.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
161595,924,1172,20.48,False,-29573.52626,40850.25933,40969.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
161850,376,1225,20.48,False,-30315.17427,27401.99381,40906.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
162141,1441,1475,20.48,False,-29156.06173,36652.91734,40948.32813,0,CD14,8/15/18,antibodies_CD14/batch_0/slide_replicate_0,0
163247,1018,811,12.8,False,-44222.67757,39685.37015,40787.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
163768,1100,1693,12.8,False,-43752.23819,36448.61856,40775.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
163919,1070,1290,20.48,False,-44052.42905,31005.27299,40763.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
163933,1416,343,20.48,False,-44087.74562,30364.87939,40763.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
164048,1770,539,20.48,False,-44352.61991,25561.92742,40748.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
164323,353,1120,20.48,False,-44170.37507,22982.96123,40736.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
165239,1516,997,20.48,False,-43558.6694,22307.78402,40736.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
165475,1484,643,12.8,False,-42246.29427,40221.41291,40781.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
165786,986,1630,20.48,False,-43023.25885,26132.75379,40748.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
166115,455,1028,20.48,False,-43211.83802,16829.65484,40718.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
166235,202,1291,20.48,False,-42876.33059,22913.394,40736.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
166545,1181,1901,20.48,False,-41987.75432,33142.29974,40766.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
166842,1618,608,20.48,False,-42605.79432,21935.4118,40736.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
166918,1289,1821,20.48,False,-42747.06061,19373.83742,40721.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
167305,1016,847,20.48,False,-40969.90807,39831.64889,40781.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
167526,1538,834,20.48,False,-41481.99836,30545.94174,40757.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
167540,1608,505,20.48,False,-41499.65665,30225.74494,40757.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
168628,1352,250,20.48,False,-41152.82527,24747.61576,40736.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
168930,806,1579,20.48,False,-41717.89041,14501.31822,40712.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
169154,1350,281,12.8,False,-40988.23872,21848.45277,40727.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
169619,553,1566,20.48,False,-40240.92874,29515.78412,40757.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
170180,490,939,12.8,False,-40517.79933,18611.70118,40721.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
170287,1240,1210,12.8,False,-39970.39247,28537.80192,40748.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
170528,1054,1689,20.48,False,-39311.37392,34604.14928,40766.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
170533,1269,774,20.48,False,-39329.03221,34283.95248,40766.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
171220,1854,909,20.48,False,-40029.70166,15695.14638,40715.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
171735,538,1331,20.48,False,-38682.00996,34249.16887,40766.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
171922,1356,1706,20.48,False,-39017.51739,28165.4297,40748.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
172158,1094,475,20.48,False,-39476.63283,19840.31295,40727.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
172444,1289,441,20.48,False,-39365.02113,15980.55957,40715.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
172669,490,611,20.48,False,-38517.42341,31350.00588,40757.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
173366,1022,1148,20.48,False,-38988.53516,16923.75815,40718.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
173387,214,777,20.48,False,-39023.85173,16283.36456,40715.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
173941,421,896,20.48,False,-37017.14147,40903.7344,40784.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
174555,1296,1022,20.48,False,-38429.80434,15287.99055,40715.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
174711,752,443,20.48,False,-38247.55951,12709.02436,40709.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
175626,401,1471,20.48,False,-37429.61638,21657.1429,40727.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
175779,1082,625,20.48,False,-37800.44039,14933.01014,40715.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
175950,988,966,20.48,False,-37565.22069,13314.63434,40709.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
175975,1055,1898,20.48,False,-37529.90412,13955.02794,40715.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
176061,623,1499,20.48,False,-37335.66298,17477.19272,40718.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
176728,1306,576,32.768,False,-36394.11185,28666.68885,40751.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
176824,888,1172,20.48,False,-36588.353,25144.52407,40745.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
176853,644,398,20.48,False,-36658.98614,23863.73688,40736.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
177901,1569,643,20.48,False,-35870.69761,26390.52765,40745.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
178156,571,985,20.48,False,-36453.42104,15824.03331,40721.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
178184,1349,1844,12.8,False,-36524.05419,14543.24612,40715.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
178432,396,1529,12.8,False,-35635.47792,24772.15185,40745.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
178820,841,1852,20.48,False,-34746.90165,35001.05759,40775.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
179053,570,1326,20.48,False,-35223.67537,26355.74404,40751.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
179280,957,723,20.48,False,-35718.10737,17390.23369,40721.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
179683,1745,1450,20.48,False,-35165.03853,21535.40026,40730.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
179800,491,1308,20.48,False,-34776.55624,28579.72982,40751.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
179917,894,1873,20.48,False,-34441.04881,34663.46898,40775.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
180674,445,1377,20.48,False,-35282.98456,13513.0885,40718.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
181312,1306,410,20.48,False,-33505.83202,33970.89997,40775.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
181925,1405,797,12.8,False,-34312.45119,13460.91308,40718.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
182567,1094,1252,12.8,False,-33035.39264,30734.14837,40766.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
183285,1299,669,20.48,False,-33294.60495,20150.26223,40733.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
183726,847,1712,20.48,False,-32335.39554,31659.95515,40766.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
184143,832,414,12.8,False,-33324.25954,13728.93446,40721.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
185760,1228,1033,20.48,False,-30564.57733,40235.70148,40802.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
186206,1559,1464,20.48,False,-31659.39106,20383.49999,40745.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
186221,776,695,20.48,False,-31677.04934,20063.30319,40745.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
186365,863,626,20.48,False,-32012.55677,13979.56403,40727.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
187014,1101,571,20.48,False,-30553.25338,28673.83313,40769.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
187048,1182,1419,20.48,False,-30623.88652,27393.04594,40763.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
187178,919,1437,20.48,False,-30941.73567,21629.50357,40745.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
187515,1557,1484,20.48,False,-30794.80741,18410.14378,40745.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
187534,441,1459,20.48,False,-30759.49084,19050.53738,40745.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
187622,1592,1106,20.48,False,-30441.64169,24814.07975,40754.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
187837,1662,1238,20.48,False,-29517.74885,35683.37908,40787.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
188315,250,786,20.48,False,-30630.22086,15510.98079,40736.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
188571,321,632,32.768,False,-29706.32802,26380.28013,40772.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
188624,1678,1556,20.48,False,-29476.7703,30542.8385,40781.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
189510,1612,1007,12.8,False,-28935.69777,28586.8741,40769.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
189773,1043,1193,20.48,False,-28612.18665,28569.48229,40781.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
190063,1421,1374,20.48,False,-29353.83466,15121.21677,40742.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
190866,1764,843,20.48,False,-27794.91589,19854.60152,40760.15234,1,CD16,8/30/18,antibodies_CD16/batch_1/slide_replicate_0,0
191640,1860,812,20.48,False,-44559.72698,47118.55884,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
191754,1441,1454,20.48,False,-44842.25955,41995.41007,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
192694,1443,1744,20.48,False,-44460.1116,37157.67449,40730.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
192834,1419,1250,20.48,False,-44830.9356,30433.54172,40703.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
193437,670,1749,12.8,False,-43300.99906,46408.59802,40751.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
193807,1456,1646,20.48,False,-44148.59678,31039.15171,40721.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
194237,860,527,20.48,False,-42906.8548,47671.99341,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
194458,640,561,12.8,False,-42459.73568,49895.97919,40763.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
194906,1098,532,20.48,False,-43519.23283,30684.1713,40721.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
195008,1021,327,20.48,False,-43407.62114,26824.41791,40709.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
195089,1230,678,20.48,False,-43231.03828,30026.38589,40721.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
195126,977,1894,20.48,False,-43107.43028,32267.76348,40736.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
195337,1846,1239,12.8,False,-42224.51598,48277.60339,40763.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
195615,762,1154,20.48,False,-41989.29629,46659.22759,40766.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
195988,1204,1475,20.48,False,-42783.91915,32250.37167,40736.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
196489,1765,762,20.48,False,-41277.30288,53686.16535,40769.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
197316,1091,754,20.48,False,-42148.89322,26114.45709,40721.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
198289,1277,1577,20.48,False,-41542.84953,31220.21405,40736.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
199125,488,963,20.48,False,-39942.27985,48476.05754,40778.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
199872,1237,627,20.48,False,-40642.94931,29887.25144,40739.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
200186,1295,1427,20.48,False,-39742.37673,46217.28815,40778.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
200261,1272,1015,20.48,False,-39477.50244,51020.24012,40772.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
200805,1017,556,20.48,False,-39860.32275,38194.97639,40763.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
201225,1559,1223,20.48,False,-40207.82649,26010.10625,40724.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
202258,822,1636,20.48,False,-39213.30051,38160.19278,40778.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
202437,901,995,20.48,False,-39548.80794,32076.45361,40748.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
202833,657,1729,20.48,False,-39437.19625,28216.70023,40739.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
203008,843,1790,20.48,False,-38995.7391,36221.62018,40769.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
204280,381,768,20.48,False,-38684.22429,30103.0974,40751.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
204288,1014,601,20.48,False,-38666.56601,30423.2942,40751.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
205353,1585,941,20.48,False,-38272.42174,31686.68959,40757.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
205768,1576,1122,20.48,False,-38054.86034,29748.11699,40751.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
206792,1085,1673,12.8,False,-37484.13321,34213.48036,40772.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
206830,1067,1823,20.48,False,-37537.10807,33252.88997,40766.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
207258,854,772,20.48,False,-37407.83809,29713.33338,40751.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
207326,1675,1243,20.48,False,-37195.93866,33555.69496,40772.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
208412,798,1092,12.8,False,-37154.96012,28415.15438,40742.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
208463,1013,1068,20.48,False,-37243.25154,26814.17039,40742.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
208627,1214,1026,20.48,False,-37008.03185,25195.79459,40736.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
208745,1167,798,20.48,False,-36707.84099,30639.14016,40757.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
209211,913,1888,20.48,False,-35236.54129,51434.54024,40778.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
209238,1082,544,20.48,False,-35289.51615,50473.94984,40778.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
209293,1510,1827,20.48,False,-35377.80758,48872.96585,40784.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
209777,530,1311,20.48,False,-36084.13901,36065.09392,40778.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
209996,1388,924,20.48,False,-36543.25444,27739.97717,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
210170,1468,1158,20.48,False,-36290.37647,26441.79817,40736.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
210584,1059,522,20.48,False,-35195.56274,46293.99966,40787.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
210978,1249,929,20.48,False,-34925.02648,45316.01746,40787.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
211339,458,1418,12.8,False,-35613.69963,32828.34233,40772.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
211445,952,1395,20.48,False,-35860.91563,28345.58715,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
211701,244,772,20.48,False,-35537.40451,28328.19535,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
212141,1052,960,20.48,False,-33854.20538,52965.957,40775.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
212994,728,1553,20.48,False,-35372.81796,25429.03236,40736.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
213097,1174,522,20.48,False,-35084.62341,24771.24696,40733.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
213428,288,1449,20.48,False,-34360.63369,37899.31568,40784.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
214356,1512,1615,20.48,False,-34372.63,31798.18471,40763.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
214388,315,545,20.48,False,-34407.94657,31157.79111,40763.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
214810,462,1734,20.48,False,-34084.43545,31140.39931,40763.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
215797,294,1367,20.48,False,-33919.8489,28241.23632,40751.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
216865,1632,1762,20.48,False,-32654.78665,39413.34064,40775.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
217781,1283,746,20.48,False,-31425.04098,49945.05137,40778.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
218102,315,827,20.48,False,-32007.76441,39378.55703,40775.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
218353,1150,1703,20.48,False,-32537.51299,29772.65308,40748.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
218873,336,797,20.48,False,-31207.47957,48006.47877,40778.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
219544,846,1885,12.8,False,-31908.14903,29417.67267,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
219546,1657,738,20.48,False,-31925.80732,29097.47587,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
219551,1677,1542,20.48,False,-31943.4656,28777.27907,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
219754,576,1641,20.48,False,-31637.61277,28439.69047,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
220072,639,455,12.8,False,-30078.02164,50836.07454,40772.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
220421,1572,696,20.48,False,-30907.96107,35786.82502,40760.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
221067,1618,492,20.48,False,-29395.68282,51441.68452,40772.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
221461,1724,1157,20.48,False,-30260.93883,35752.04141,40760.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
221641,1234,1390,20.48,False,-30649.42112,28707.71185,40745.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
221892,1544,327,20.48,False,-29955.08599,35414.4528,40760.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
222011,479,934,20.48,False,-28819.29372,50126.11371,40766.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
222039,950,1441,12.8,False,-28889.92687,48845.32652,40766.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
222460,1621,1171,20.48,False,-29843.4743,31554.69942,40742.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
223248,551,621,20.48,False,-28896.2612,36963.26138,40757.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
223873,786,1197,20.48,False,-28225.91869,31467.74039,40736.90625,1,HLA-DR,9/13/18,antibodies_HLA-DR/batch_1/slide_replicate_0,0
224045,1509,612,20.48,False,-44810.28802,46114.06482,40844.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
224809,320,579,20.48,False,-43698.48837,48623.46379,40862.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
224827,920,1315,20.48,False,-43627.85523,49904.25098,40862.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
225416,1222,1362,20.48,False,-44134.28354,34837.60966,40802.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
225825,962,384,20.48,False,-42922.19615,45049.12359,40844.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
225967,1776,609,20.48,False,-43204.72873,39925.97482,40823.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
225969,1346,1799,20.48,False,-43204.72873,39925.97482,40823.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
226244,1099,512,12.8,False,-43716.81902,30640.26767,40781.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
226606,1406,1080,20.48,False,-42845.90103,40548.97661,40823.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
226610,1796,724,20.48,False,-42828.24275,40869.17341,40832.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
227508,1551,493,20.48,False,-42587.36108,33469.86344,40790.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
227765,1352,1338,12.8,False,-41698.78481,43698.76917,40844.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
228187,1730,631,20.48,False,-42458.0911,29930.30685,40781.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
228260,470,431,12.8,False,-42564.04082,28009.12606,40775.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
228294,311,1494,20.48,False,-42152.23827,29592.71825,40778.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
228518,1684,535,20.48,False,-41534.19826,40799.60618,40832.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
229678,490,1489,20.48,False,-41181.7049,29540.54283,40778.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
230007,1350,681,20.48,False,-40452.05321,36887.67738,40811.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
230133,643,1536,20.48,False,-40340.44152,33027.92399,40793.73047,1,CD19,9/14/18,antibodies_CD19/batch_1/slide_replicate_0,0
231272,628,1519,20.48,False,-45134.27586,47053.42323,41268.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
231482,758,1644,20.48,False,-44263.35787,56962.13217,41331.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
232520,1335,1700,20.48,False,-43728.61968,43124.10262,41232.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
232605,748,335,20.48,False,-43075.2631,54971.38416,41325.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
232629,1682,1154,20.48,False,-42610.4857,57515.56674,41331.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
232731,553,992,20.48,False,-42945.99313,51431.82757,41301.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
233386,859,457,20.48,False,-42705.11146,44032.5176,41259.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
